Yýl;Ýl Kodu;Ýl Adý;Ýlce Kodu;Ýlce Adý;Ürün Adý;Ekilen Alan(dekar);Hasat Edilen Alan(dekar);Üretim Miktari(ton);Verim (Kg/Dekar);Rakým (m);Ortalama Sýcaklýk (°C);Nem Oraný (%);Yaðýþ Oraný (mm);Güneþ Iþýðý (saat/gün);;;;;
2012;22;EDÝRNE;8;UZUNKÖPRÜ;Buðday (Durum) Sulu;;;;   550;18;15.3;69;630;6.5;;;;;
2012;22;EDÝRNE;8;UZUNKÖPRÜ;Buðday (Diðer) Kuru;  225 703;  225 703;  101 566;   450;18;15.3;69;630;6.5;;;;;
2012;22;EDÝRNE;8;UZUNKÖPRÜ;Buðday (Diðer) Sulu;  29 439;  29 439;  16 191;   550;18;15.3;69;630;6.5;;;;;
2012;23;ELAZIÐ;0;MERKEZ;Buðday (Durum) Kuru;  1 472;  1 472;   353;   240;1067;13.5;60;575;7.2;;;;;
2012;23;ELAZIÐ;0;MERKEZ;Buðday (Durum) Sulu;   981;   981;   353;   360;1067;13.5;60;575;7.2;;;;;
2012;23;ELAZIÐ;0;MERKEZ;Buðday (Diðer) Kuru;  110 768;  110 768;  26 584;   240;1067;13.5;60;575;7.2;;;;;
2012;23;ELAZIÐ;0;MERKEZ;Buðday (Diðer) Sulu;  48 205;  48 205;  17 113;   355;1067;13.5;60;575;7.2;;;;;
2012;23;ELAZIÐ;1;AÐIN;Buðday (Durum) Kuru;;;;   200;1090;13.3;61;570;7.1;;;;;
2012;23;ELAZIÐ;1;AÐIN;Buðday (Durum) Sulu;;;;   330;1090;13.3;61;570;7.1;;;;;
2012;23;ELAZIÐ;1;AÐIN;Buðday (Diðer) Kuru;  1 178;  1 178;   236;   200;1090;13.3;61;570;7.1;;;;;
2012;23;ELAZIÐ;1;AÐIN;Buðday (Diðer) Sulu;   196;   196;   65;   330;1090;13.3;61;570;7.1;;;;;
2012;23;ELAZIÐ;2;ALACAKAYA;Buðday (Durum) Kuru;  1 668;  1 668;   300;   180;1080;13.2;62;565;7.0;;;;;
2012;23;ELAZIÐ;2;ALACAKAYA;Buðday (Durum) Sulu;   491;   491;   123;   250;1080;13.2;62;565;7.0;;;;;
2012;23;ELAZIÐ;2;ALACAKAYA;Buðday (Diðer) Kuru;  6 379;  6 379;  1 148;   180;1080;13.2;62;565;7.0;;;;;
2012;23;ELAZIÐ;2;ALACAKAYA;Buðday (Diðer) Sulu;   981;   981;   245;   250;1080;13.2;62;565;7.0;;;;;
2012;23;ELAZIÐ;3;ARICAK;Buðday (Durum) Kuru;;;;   200;1200;13.0;63;560;7.0;;;;;
2012;23;ELAZIÐ;3;ARICAK;Buðday (Durum) Sulu;;;;   280;1200;13.0;63;560;7.0;;;;;
2012;23;ELAZIÐ;3;ARICAK;Buðday (Diðer) Kuru;  21 344;  21 344;  4 269;   200;1200;13.0;63;560;7.0;;;;;
2012;23;ELAZIÐ;3;ARICAK;Buðday (Diðer) Sulu;   245;   245;   69;   280;1200;13.0;63;560;7.0;;;;;
2012;23;ELAZIÐ;4;BASKÝL;Buðday (Durum) Kuru;   589;   589;   130;   220;1225;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;4;BASKÝL;Buðday (Durum) Sulu;   167;   167;   54;   325;1225;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;4;BASKÝL;Buðday (Diðer) Kuru;  73 599;  73 599;  16 192;   220;1225;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;4;BASKÝL;Buðday (Diðer) Sulu;  4 416;  4 416;  1 435;   325;1225;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;5;KARAKOÇAN;Buðday (Durum) Kuru;;;;   190;1050;13.4;61;575;7.2;;;;;
2012;23;ELAZIÐ;5;KARAKOÇAN;Buðday (Durum) Sulu;;;;   300;1050;13.4;61;575;7.2;;;;;
2012;23;ELAZIÐ;5;KARAKOÇAN;Buðday (Diðer) Kuru;  41 706;  41 706;  7 924;   190;1050;13.4;61;575;7.2;;;;;
2012;23;ELAZIÐ;5;KARAKOÇAN;Buðday (Diðer) Sulu;  2 453;  2 453;   736;   300;1050;13.4;61;575;7.2;;;;;
2012;23;ELAZIÐ;6;KEBAN;Buðday (Durum) Kuru;;;;   170;850;13.6;60;580;7.3;;;;;
2012;23;ELAZIÐ;6;KEBAN;Buðday (Durum) Sulu;;;;   270;850;13.6;60;580;7.3;;;;;
2012;23;ELAZIÐ;6;KEBAN;Buðday (Diðer) Kuru;  4 269;  4 269;   726;   170;850;13.6;60;580;7.3;;;;;
2012;23;ELAZIÐ;6;KEBAN;Buðday (Diðer) Sulu;   5;   5;   1;   270;850;13.6;60;580;7.3;;;;;
2012;23;ELAZIÐ;7;KOVANCILAR;Buðday (Durum) Kuru;   294;   294;   79;   270;1098;13.1;61;570;7.1;;;;;
2012;23;ELAZIÐ;7;KOVANCILAR;Buðday (Durum) Sulu;   ;   ;   ;   345;1098;13.1;61;570;7.1;;;;;
2012;23;ELAZIÐ;7;KOVANCILAR;Buðday (Diðer) Kuru;  54 856;  54 856;  14 811;   270;1098;13.1;61;570;7.1;;;;;
2012;23;ELAZIÐ;7;KOVANCILAR;Buðday (Diðer) Sulu;  13 837;  13 837;  4 705;   340;1098;13.1;61;570;7.1;;;;;
2012;23;ELAZIÐ;8;MADEN;Buðday (Durum) Kuru;;;;   200;1300;12.8;62;565;7.0;;;;;
2012;23;ELAZIÐ;8;MADEN;Buðday (Durum) Sulu;   834;   834;   242;   290;1300;12.8;62;565;7.0;;;;;
2012;23;ELAZIÐ;8;MADEN;Buðday (Diðer) Kuru;  15 701;  15 701;  3 140;   200;1300;12.8;62;565;7.0;;;;;
2012;23;ELAZIÐ;8;MADEN;Buðday (Diðer) Sulu;   589;   589;   171;   290;1300;12.8;62;565;7.0;;;;;
2012;23;ELAZIÐ;9;PALU;Buðday (Durum) Kuru;   59;   59;   14;   230;1050;13.3;61;575;7.1;;;;;
2012;23;ELAZIÐ;9;PALU;Buðday (Durum) Sulu;   137;   137;   45;   330;1050;13.3;61;575;7.1;;;;;
2012;23;ELAZIÐ;9;PALU;Buðday (Diðer) Kuru;  6 639;  6 639;  1 527;   230;1050;13.3;61;575;7.1;;;;;
2012;23;ELAZIÐ;9;PALU;Buðday (Diðer) Sulu;  15 490;  15 490;  5 112;   330;1050;13.3;61;575;7.1;;;;;
2012;23;ELAZIÐ;10;SÝVRÝCE;Buðday (Durum) Kuru;   106;   106;   20;   190;1235;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;10;SÝVRÝCE;Buðday (Durum) Sulu;   26;   26;   7;   259;1235;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;10;SÝVRÝCE;Buðday (Diðer) Kuru;  23 355;  23 355;  4 437;   190;1235;12.9;62;570;6.9;;;;;
2012;23;ELAZIÐ;10;SÝVRÝCE;Buðday (Diðer) Sulu;  6 379;  6 379;  1 652;   259;1235;12.9;62;570;6.9;;;;;
2012;24;ERZÝNCAN;0;MERKEZ;Buðday (Durum) Kuru;   736;   736;   132;   180;1185;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;0;MERKEZ;Buðday (Durum) Sulu;  21 589;  21 589;  6 261;   290;1185;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;0;MERKEZ;Buðday (Diðer) Kuru;  1 717;  1 717;   309;   180;1185;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;0;MERKEZ;Buðday (Diðer) Sulu;  129 534;  129 534;  39 508;   305;1185;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;1;ÇAYIRLI;Buðday (Durum) Kuru;;;;   140;1560;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;1;ÇAYIRLI;Buðday (Durum) Sulu;;;;   260;1560;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;1;ÇAYIRLI;Buðday (Diðer) Kuru;  49 066;  49 066;  6 869;   140;1560;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;1;ÇAYIRLI;Buðday (Diðer) Sulu;  19 626;  19 626;  5 103;   260;1560;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;2;ÝLÝÇ;Buðday (Durum) Kuru;;;;   150;1350;11.0;63;575;6.7;;;;;
2012;24;ERZÝNCAN;2;ÝLÝÇ;Buðday (Durum) Sulu;;;;   270;1350;11.0;63;575;6.7;;;;;
2012;24;ERZÝNCAN;2;ÝLÝÇ;Buðday (Diðer) Kuru;  13 542;  13 542;  2 031;   150;1350;11.0;63;575;6.7;;;;;
2012;24;ERZÝNCAN;2;ÝLÝÇ;Buðday (Diðer) Sulu;  2 453;  2 453;   662;   270;1350;11.0;63;575;6.7;;;;;
2012;24;ERZÝNCAN;3;KEMAH;Buðday (Durum) Kuru;   981;   981;   128;   130;1175;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;3;KEMAH;Buðday (Durum) Sulu;   981;   981;   196;   200;1175;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;3;KEMAH;Buðday (Diðer) Kuru;  9 813;  9 813;  1 276;   130;1175;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;3;KEMAH;Buðday (Diðer) Sulu;   981;   981;   196;   200;1175;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;4;KEMALÝYE;Buðday (Durum) Kuru;   177;   177;   27;   155;1000;12.0;62;590;6.6;;;;;
2012;24;ERZÝNCAN;4;KEMALÝYE;Buðday (Durum) Sulu;   20;   20;   4;   210;1000;12.0;62;590;6.6;;;;;
2012;24;ERZÝNCAN;4;KEMALÝYE;Buðday (Diðer) Kuru;  2 699;  2 699;   418;   155;1000;12.0;62;590;6.6;;;;;
2012;24;ERZÝNCAN;4;KEMALÝYE;Buðday (Diðer) Sulu;   39;   39;   8;   210;1000;12.0;62;590;6.6;;;;;
2012;24;ERZÝNCAN;5;OTLUKBELÝ;Buðday (Durum) Kuru;   491;   491;   98;   200;1580;10.4;65;570;6.7;;;;;
2012;24;ERZÝNCAN;5;OTLUKBELÝ;Buðday (Durum) Sulu;   249;   249;   72;   290;1580;10.4;65;570;6.7;;;;;
2012;24;ERZÝNCAN;5;OTLUKBELÝ;Buðday (Diðer) Kuru;  10 794;  10 794;  2 159;   200;1580;10.4;65;570;6.7;;;;;
2012;24;ERZÝNCAN;5;OTLUKBELÝ;Buðday (Diðer) Sulu;  7 851;  7 851;  2 316;   295;1580;10.4;65;570;6.7;;;;;
2012;24;ERZÝNCAN;6;REFAHÝYE;Buðday (Durum) Kuru;;;;   180;1580;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;6;REFAHÝYE;Buðday (Durum) Sulu;;;;   280;1580;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;6;REFAHÝYE;Buðday (Diðer) Kuru;  25 514;  25 514;  4 593;   180;1580;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;6;REFAHÝYE;Buðday (Diðer) Sulu;  6 379;  6 379;  1 786;   280;1580;10.5;65;570;6.8;;;;;
2012;24;ERZÝNCAN;7;TERCAN;Buðday (Durum) Kuru;   ;   ;   ;   180;1470;10.8;64;575;6.7;;;;;
2012;24;ERZÝNCAN;7;TERCAN;Buðday (Durum) Sulu;   ;   ;   ;   280;1470;10.8;64;575;6.7;;;;;
2012;24;ERZÝNCAN;7;TERCAN;Buðday (Diðer) Kuru;  69 477;  69 477;  12 506;   180;1470;10.8;64;575;6.7;;;;;
2012;24;ERZÝNCAN;7;TERCAN;Buðday (Diðer) Sulu;  58 879;  58 879;  16 486;   280;1470;10.8;64;575;6.7;;;;;
2012;24;ERZÝNCAN;8;ÜZÜMLÜ;Buðday (Durum) Kuru;   ;   ;   ;   200;1190;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;8;ÜZÜMLÜ;Buðday (Durum) Sulu;   98;   98;   29;   300;1190;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;8;ÜZÜMLÜ;Buðday (Diðer) Kuru;   265;   265;   54;   204;1190;11.5;64;580;6.9;;;;;
2012;24;ERZÝNCAN;8;ÜZÜMLÜ;Buðday (Diðer) Sulu;  14 229;  14 229;  3 856;   271;1190;11.5;64;580;6.9;;;;;
2012;25;ERZURUM;1;AÞKALE;Buðday (Durum) Kuru;;;;   112;1650;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;1;AÞKALE;Buðday (Durum) Sulu;;;;   224;1650;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;1;AÞKALE;Buðday (Diðer) Kuru;  9 813;  9 813;  1 099;   112;1650;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;1;AÞKALE;Buðday (Diðer) Sulu;  12 757;  12 757;  2 858;   224;1650;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;2;ÇAT;Buðday (Durum) Kuru;;;;   105;1830;8.8;67;530;6.1;;;;;
2012;25;ERZURUM;2;ÇAT;Buðday (Durum) Sulu;;;;   175;1830;8.8;67;530;6.1;;;;;
2012;25;ERZURUM;2;ÇAT;Buðday (Diðer) Kuru;  69 043;  69 043;  7 250;   105;1830;8.8;67;530;6.1;;;;;
2012;25;ERZURUM;2;ÇAT;Buðday (Diðer) Sulu;  27 126;  27 126;  4 747;   175;1830;8.8;67;530;6.1;;;;;
2012;25;ERZURUM;3;HINIS;Buðday (Durum) Kuru;;;;   97;1470;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;3;HINIS;Buðday (Durum) Sulu;;;;   208;1470;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;3;HINIS;Buðday (Diðer) Kuru;  58 879;  58 879;  5 711;   97;1470;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;3;HINIS;Buðday (Diðer) Sulu;  19 626;  19 626;  4 082;   208;1470;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;4;HORASAN;Buðday (Durum) Kuru;;;;   105;1540;9.0;66;545;6.2;;;;;
2012;25;ERZURUM;4;HORASAN;Buðday (Durum) Sulu;;;;   210;1540;9.0;66;545;6.2;;;;;
2012;25;ERZURUM;4;HORASAN;Buðday (Diðer) Kuru;  39 253;  39 253;  4 122;   105;1540;9.0;66;545;6.2;;;;;
2012;25;ERZURUM;4;HORASAN;Buðday (Diðer) Sulu;  206 076;  206 076;  43 276;   210;1540;9.0;66;545;6.2;;;;;
2012;25;ERZURUM;5;AZÝZÝYE;Buðday (Durum) Kuru;;;;   120;1750;8.7;67;530;6.1;;;;;
2012;25;ERZURUM;5;AZÝZÝYE;Buðday (Durum) Sulu;;;;   210;1750;8.7;67;530;6.1;;;;;
2012;25;ERZURUM;5;AZÝZÝYE;Buðday (Diðer) Kuru;  29 341;  29 341;  3 521;   120;1750;8.7;67;530;6.1;;;;;
2012;25;ERZURUM;5;AZÝZÝYE;Buðday (Diðer) Sulu;  26 496;  26 496;  5 564;   210;1750;8.7;67;530;6.1;;;;;
2012;25;ERZURUM;6;ÝSPÝR;Buðday (Durum) Kuru;;;;   105;1220;10.0;64;555;6.4;;;;;
2012;25;ERZURUM;6;ÝSPÝR;Buðday (Durum) Sulu;;;;   182;1220;10.0;64;555;6.4;;;;;
2012;25;ERZURUM;6;ÝSPÝR;Buðday (Diðer) Kuru;  17 173;  17 173;  1 803;   105;1220;10.0;64;555;6.4;;;;;
2012;25;ERZURUM;6;ÝSPÝR;Buðday (Diðer) Sulu;  5 397;  5 397;   982;   182;1220;10.0;64;555;6.4;;;;;
2012;25;ERZURUM;7;KARAÇOBAN;Buðday (Durum) Kuru;;;;   105;1490;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;7;KARAÇOBAN;Buðday (Durum) Sulu;;;;   175;1490;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;7;KARAÇOBAN;Buðday (Diðer) Kuru;  63 786;  63 786;  6 698;   105;1490;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;7;KARAÇOBAN;Buðday (Diðer) Sulu;  8 341;  8 341;  1 460;   175;1490;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;8;KARAYAZI;Buðday (Durum) Kuru;;;;   105;2100;8.0;68;525;6.0;;;;;
2012;25;ERZURUM;8;KARAYAZI;Buðday (Durum) Sulu;;;;   160;2100;8.0;68;525;6.0;;;;;
2012;25;ERZURUM;8;KARAYAZI;Buðday (Diðer) Kuru;  68 692;  68 692;  7 213;   105;2100;8.0;68;525;6.0;;;;;
2012;25;ERZURUM;8;KARAYAZI;Buðday (Diðer) Sulu;  14 965;  14 965;  2 394;   160;2100;8.0;68;525;6.0;;;;;
2012;25;ERZURUM;9;KÖPRÜKÖY;Buðday (Durum) Kuru;;;;   110;1600;9.3;66;540;6.2;;;;;
2012;25;ERZURUM;9;KÖPRÜKÖY;Buðday (Durum) Sulu;;;;   280;1600;9.3;66;540;6.2;;;;;
2012;25;ERZURUM;9;KÖPRÜKÖY;Buðday (Diðer) Kuru;  88 122;  88 122;  9 693;   110;1600;9.3;66;540;6.2;;;;;
2012;25;ERZURUM;9;KÖPRÜKÖY;Buðday (Diðer) Sulu;  42 197;  42 197;  11 815;   280;1600;9.3;66;540;6.2;;;;;
2012;25;ERZURUM;10;NARMAN;Buðday (Durum) Kuru;;;;   108;1350;10.2;65;550;6.3;;;;;
2012;25;ERZURUM;10;NARMAN;Buðday (Durum) Sulu;;;;   204;1350;10.2;65;550;6.3;;;;;
2012;25;ERZURUM;10;NARMAN;Buðday (Diðer) Kuru;  54 708;  54 708;  5 908;   108;1350;10.2;65;550;6.3;;;;;
2012;25;ERZURUM;10;NARMAN;Buðday (Diðer) Sulu;  1 717;  1 717;   350;   204;1350;10.2;65;550;6.3;;;;;
2012;25;ERZURUM;11;OLTU;Buðday (Durum) Kuru;;;;   112;1320;10.3;64;555;6.4;;;;;
2012;25;ERZURUM;11;OLTU;Buðday (Durum) Sulu;;;;   210;1320;10.3;64;555;6.4;;;;;
2012;25;ERZURUM;11;OLTU;Buðday (Diðer) Kuru;  7 851;  7 851;   879;   112;1320;10.3;64;555;6.4;;;;;
2012;25;ERZURUM;11;OLTU;Buðday (Diðer) Sulu;  19 430;  19 430;  4 080;   210;1320;10.3;64;555;6.4;;;;;
2012;25;ERZURUM;12;OLUR;Buðday (Durum) Kuru;;;;   119;1250;10.1;64;550;6.4;;;;;
2012;25;ERZURUM;12;OLUR;Buðday (Durum) Sulu;;;;   210;1250;10.1;64;550;6.4;;;;;
2012;25;ERZURUM;12;OLUR;Buðday (Diðer) Kuru;  1 276;  1 276;   152;   119;1250;10.1;64;550;6.4;;;;;
2012;25;ERZURUM;12;OLUR;Buðday (Diðer) Sulu;  4 041;  4 041;   849;   210;1250;10.1;64;550;6.4;;;;;
2012;25;ERZURUM;13;PASÝNLER;Buðday (Durum) Kuru;;;;   105;1500;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;13;PASÝNLER;Buðday (Durum) Sulu;;;;   245;1500;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;13;PASÝNLER;Buðday (Diðer) Kuru;  4 907;  4 907;   515;   105;1500;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;13;PASÝNLER;Buðday (Diðer) Sulu;  112 851;  112 851;  27 648;   245;1500;9.5;65;550;6.3;;;;;
2012;25;ERZURUM;14;PAZARYOLU;Buðday (Durum) Kuru;;;;   126;1600;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;14;PAZARYOLU;Buðday (Durum) Sulu;;;;   210;1600;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;14;PAZARYOLU;Buðday (Diðer) Kuru;  19 626;  19 626;  2 473;   126;1600;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;14;PAZARYOLU;Buðday (Diðer) Sulu;  2 944;  2 944;   618;   210;1600;9.2;66;540;6.2;;;;;
2012;25;ERZURUM;15;ÞENKAYA;Buðday (Durum) Kuru;;;;   110;1530;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;15;ÞENKAYA;Buðday (Durum) Sulu;;;;   240;1530;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;15;ÞENKAYA;Buðday (Diðer) Kuru;  17 664;  17 664;  1 943;   110;1530;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;15;ÞENKAYA;Buðday (Diðer) Sulu;  6 869;  6 869;  1 649;   240;1530;9.4;65;550;6.3;;;;;
2012;25;ERZURUM;16;TEKMAN;Buðday (Durum) Kuru;;;;   105;2400;7.5;69;520;5.9;;;;;
2012;25;ERZURUM;16;TEKMAN;Buðday (Durum) Sulu;;;;   215;2400;7.5;69;520;5.9;;;;;
2012;25;ERZURUM;16;TEKMAN;Buðday (Diðer) Kuru;  53 972;  53 972;  5 667;   105;2400;7.5;69;520;5.9;;;;;
2012;25;ERZURUM;16;TEKMAN;Buðday (Diðer) Sulu;;;;   215;2400;7.5;69;520;5.9;;;;;
2012;25;ERZURUM;17;TORTUM;Buðday (Durum) Kuru;;;;   150;1000;10.8;64;560;6.4;;;;;
2012;25;ERZURUM;17;TORTUM;Buðday (Durum) Sulu;;;;   242;1000;10.8;64;560;6.4;;;;;
2012;25;ERZURUM;17;TORTUM;Buðday (Diðer) Kuru;  15 770;  15 770;  2 366;   150;1000;10.8;64;560;6.4;;;;;
2012;25;ERZURUM;17;TORTUM;Buðday (Diðer) Sulu;   736;   736;   178;   242;1000;10.8;64;560;6.4;;;;;
2012;25;ERZURUM;18;UZUNDERE;Buðday (Durum) Kuru;;;;   140;1100;10.5;64;555;6.4;;;;;
2012;25;ERZURUM;18;UZUNDERE;Buðday (Durum) Sulu;;;;   280;1100;10.5;64;555;6.4;;;;;
2012;25;ERZURUM;18;UZUNDERE;Buðday (Diðer) Kuru;  5 397;  5 397;   756;   140;1100;10.5;64;555;6.4;;;;;
2012;25;ERZURUM;18;UZUNDERE;Buðday (Diðer) Sulu;   491;   491;   137;   280;1100;10.5;64;555;6.4;;;;;
2012;25;ERZURUM;19;PALANDÖKEN;Buðday (Durum) Kuru;;;;   110;1950;8.3;67;530;6.1;;;;;
2012;25;ERZURUM;19;PALANDÖKEN;Buðday (Durum) Sulu;;;;   210;1950;8.3;67;530;6.1;;;;;
2012;25;ERZURUM;19;PALANDÖKEN;Buðday (Diðer) Kuru;  2 071;  2 071;   228;   110;1950;8.3;67;530;6.1;;;;;
2012;25;ERZURUM;19;PALANDÖKEN;Buðday (Diðer) Sulu;  8 930;  8 930;  1 875;   210;1950;8.3;67;530;6.1;;;;;
2012;25;ERZURUM;20;YAKUTÝYE;Buðday (Durum) Kuru;;;;   120;1900;8.5;66;540;6.2;;;;;
2012;25;ERZURUM;20;YAKUTÝYE;Buðday (Durum) Sulu;;;;   250;1900;8.5;66;540;6.2;;;;;
2012;25;ERZURUM;20;YAKUTÝYE;Buðday (Diðer) Kuru;  6 835;  6 835;   820;   120;1900;8.5;66;540;6.2;;;;;
2012;25;ERZURUM;20;YAKUTÝYE;Buðday (Diðer) Sulu;  20 505;  20 505;  5 126;   250;1900;8.5;66;540;6.2;;;;;
2012;26;ESKÝÞEHÝR;1;ALPU;Buðday (Durum) Kuru;   ;   ;   ;   190;820;13.5;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;1;ALPU;Buðday (Durum) Sulu;   ;   ;   ;   400;820;13.5;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;1;ALPU;Buðday (Diðer) Kuru;  37 060;  37 060;  7 190;   194;820;13.5;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;1;ALPU;Buðday (Diðer) Sulu;  70 419;  70 419;  28 872;   410;820;13.5;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;2;BEYLÝKOVA;Buðday (Durum) Kuru;   ;   ;   ;   220;830;13.4;61;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;2;BEYLÝKOVA;Buðday (Durum) Sulu;   ;   ;   ;   430;830;13.4;61;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;2;BEYLÝKOVA;Buðday (Diðer) Kuru;  55 974;  55 974;  12 594;   225;830;13.4;61;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;2;BEYLÝKOVA;Buðday (Diðer) Sulu;  39 724;  39 724;  17 479;   440;830;13.4;61;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;3;ÇÝFTELER;Buðday (Durum) Kuru;   ;   ;   ;   195;875;13.6;59;430;7.3;;;;;
2012;26;ESKÝÞEHÝR;3;ÇÝFTELER;Buðday (Durum) Sulu;   ;   ;   ;   415;875;13.6;59;430;7.3;;;;;
2012;26;ESKÝÞEHÝR;3;ÇÝFTELER;Buðday (Diðer) Kuru;  127 928;  127 928;  25 586;   200;875;13.6;59;430;7.3;;;;;
2012;26;ESKÝÞEHÝR;3;ÇÝFTELER;Buðday (Diðer) Sulu;  79 718;  79 718;  33 482;   420;875;13.6;59;430;7.3;;;;;
2012;26;ESKÝÞEHÝR;4;GÜNYÜZÜ;Buðday (Durum) Kuru;   ;   ;   ;   215;890;13.3;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;4;GÜNYÜZÜ;Buðday (Durum) Sulu;   ;   ;   ;   410;890;13.3;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;4;GÜNYÜZÜ;Buðday (Diðer) Kuru;  36 112;  36 112;  7 945;   220;890;13.3;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;4;GÜNYÜZÜ;Buðday (Diðer) Sulu;  27 084;  27 084;  11 375;   420;890;13.3;60;420;7.2;;;;;
2012;26;ESKÝÞEHÝR;5;HAN;Buðday (Durum) Kuru;   ;   ;   ;   220;1000;13.0;61;415;7.0;;;;;
2012;26;ESKÝÞEHÝR;5;HAN;Buðday (Durum) Sulu;   ;   ;   ;   340;1000;13.0;61;415;7.0;;;;;
2012;26;ESKÝÞEHÝR;5;HAN;Buðday (Diðer) Kuru;  26 227;  26 227;  5 954;   227;1000;13.0;61;415;7.0;;;;;
2012;26;ESKÝÞEHÝR;5;HAN;Buðday (Diðer) Sulu;  8 306;  8 306;  2 874;   346;1000;13.0;61;415;7.0;;;;;
2012;26;ESKÝÞEHÝR;6;ÝNÖNÜ;Buðday (Durum) Kuru;   ;   ;   ;   220;1100;12.8;62;410;6.9;;;;;
2012;26;ESKÝÞEHÝR;6;ÝNÖNÜ;Buðday (Durum) Sulu;   ;   ;   ;   310;1100;12.8;62;410;6.9;;;;;
2012;26;ESKÝÞEHÝR;6;ÝNÖNÜ;Buðday (Diðer) Kuru;  44 238;  44 238;  10 042;   227;1100;12.8;62;410;6.9;;;;;
2012;26;ESKÝÞEHÝR;6;ÝNÖNÜ;Buðday (Diðer) Sulu;  22 570;  22 570;  7 155;   317;1100;12.8;62;410;6.9;;;;;
2012;26;ESKÝÞEHÝR;7;MAHMUDÝYE;Buðday (Durum) Kuru;   ;   ;   ;   210;850;13.5;60;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;7;MAHMUDÝYE;Buðday (Durum) Sulu;   ;   ;   ;   350;850;13.5;60;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;7;MAHMUDÝYE;Buðday (Diðer) Kuru;  72 225;  72 225;  15 601;   216;850;13.5;60;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;7;MAHMUDÝYE;Buðday (Diðer) Sulu;  36 112;  36 112;  12 856;   356;850;13.5;60;425;7.1;;;;;
2012;26;ESKÝÞEHÝR;8;MÝHALGAZÝ;Buðday (Durum) Kuru;   ;   ;   ;   210;720;13.7;59;430;7.3;;;;;
2012;26;ESKÝÞEHÝR;8;MÝHALGAZÝ;Buðday (Durum) Sulu;   ;   ;   ;   350;720;13.7;59;430;7.3;;;;;
